"track_id","track_album_id","track_album_name","track_album_release_date"
"0GELYeRttonISErFwFf5QJ","3gaDqOoph6t1EdGQqqmNEz","La Conquista","2012"
"0ltIbWognQFt70SBWi0VEh","4TWMP9VO2Y57azt0OPPC2U","Un Poco Más","2004-06-22"
"659vNxHWffdJHTakAm1fgY","3E4wVr26YJfpap6wfVtTBl","El Día Que Vuelva","2015-01-27"
"70YmqZ9F9BPsh9ftkqcNDo","0uEK6P0FX1HsYJDE0WDuTW","Corazon Abierto - Single","2011-07-25"
"1WIYllV6fUhUrX0zOc83yj","5o0ofQYqopoKsAzEBE7j4W","Player","2009"
"3M3BiAe7eXqdfgdidgoNP2","0RCfHQyynR4Kh3vMxBU7OB","Enciéndelo","2007-11-11"
"5yCL2cAXj3gxZGfcKSzp7W","6ZrLVdx4Ba8QwuGxJU4vqB","Latin Party","2012-01-01"
"7iFWN1OoPT89G6q51jPEg1","0ltCDBDLP0ILlLPetgx0yl","Bonito","2003-03-28"
"5GAt39DKWl50YEvTmKmtmK","1mveA70jBzm3It67yHwxgd","Es Por Ti (International Version)","2003-01-01"
"6P187fxZ0btnCRTy5Xql2Y","388hQ9HODVgaonBXDEznFh","Los Rabanes","2000-04-06"
"6t0fYRoZlM5kQ9qT19JnbZ","6V5K77ZC7Gq3I1GgOVSoVs","Próxima Estación: Esperanza","2001-06-01"
"0aO50JeAEI5ArPOPsD5lwi","3gaDqOoph6t1EdGQqqmNEz","La Conquista","2012"
"2W5prz0WS9yWOEq3w0ZzSB","3gaDqOoph6t1EdGQqqmNEz","La Conquista","2012"
"5KBuO8ULmaVaFENan9MeSd","6k22H0sfFwoCewViTEoQcQ","Fresas Con Vodka","2015-07-31"
"6IH24UGxxo7MM2IKhF3gsx","4xq9AQFzd0pW6yjYM6uxsx","Paso a Paso","2012-09-15"
"5jYgpNn3Ba92UrFPDtZ2bB","7yxdbwpOcOAmXZHqEUlNi0","El Comboloco","2015-01-09"
"15IWb2lHx4e7vjCV1Ye1e3","7yxdbwpOcOAmXZHqEUlNi0","El Comboloco","2015-01-09"
"1bFu9dB0hOkrAWcHbbMhqR","5kidJutYJ0JFDnk2ed7Lr0","Ilusión +","2011"
"3eNSE5wPxxBrb3NM8ebU5R","72RDbww8dzSZMloyrsxZQe","Icarus","2011-03-17"
"2IFCWNYV2xSaGvw4ohfrnu","1VHQXZe5R5jNGFKKJm0jbH","Por Experiencias Propias","2010-05-11"
"3LSRGvBWTdnUBJC32oBFnZ","6sjzlisCVw3NUAUV5q9tCd","A Tiempo","1998-09-03"
"0UcoGDfyRvyd9xr0168ym9","5T29t6GK83ntYYu3kjUMar","Pa' Otro La 'o","1997-07-01"
"4F3J8TtDGK8wQNk6ggMObb","0jvBmzxqfd8KXhCnv4Bd75","Te Quiero Amar (Remix)","2013-04-30"
"3ksRhmptOiAWbYLTdTIfNs","4xq9AQFzd0pW6yjYM6uxsx","Paso a Paso","2012-09-15"
"2uMu0qnOL0N7i5brl1SAXv","2HN0QUJKDnEJJ90akZmjFg","Bacanos Only Hits","2013-05-29"
"3bRhsOHqOR6sVKL4vuwH6C","1mSHU5YlJHBS6M1OIZZRt6","Last Edition Reggaeton Hits","2010-12-30"
"2o1YTrG6Cx6Hwe2WyJP7XE","4LEzrQMZVvQ7iOLMvEA3wY","Da' Take Over","2010-01-01"
"3ei7Cjigs41LVCRgL4I74m","2i1KgLn1SBgMK6xuaiK8qz","Voz Y Exitos (International Version)","2012-01-01"
"68zCp49fXje1NCJrCYMq1r","13HygxnzyvCrMWl6ra1uBI","Hoy Es Un Buen Día","2014-07-22"
"7qIdrbkJWN3K8Gd5eTYSrZ","6MZ2ROeeFRvRPqEHOcIY1V","Vamos por más","2015-03-13"
"0yYIxhpIPl5lCJSiOTdkQG","6MZ2ROeeFRvRPqEHOcIY1V","Vamos por más","2015-03-13"
"3HPLc89ZI535u9AfHjWk0F","0reLrLXtKnMPjF0tSZsUHx","20 Grandes Exitos","2010-12-01"
"2piQlmNcGavuGpkJc9YT7l","45Oxa10rvn3zOvvOp5Vjq6","Chiquita Linda","2015-06-02"
"3e28rC25GO4g4aI0eKBFdb","1wQBj19J1hgFqJHj8dHq1r","Limon Y Sal","2006-05-25"
"05iMQqncVBIm4AE26EvaTL","3pNoZEMsLO0HZygvwaXANB","Si","2003-11-18"
"2NsMwNWumJXCdTg2IZCLZ5","3pNoZEMsLO0HZygvwaXANB","Si","2003-11-18"
"5JkgxcfTnIGi3Kzf65ichn","15nyu7FeiBqN11o9flo5cZ","Realmente Lo Mejor","2007-10-08"
"2cVJwPD5CaTx2kBZyomzGN","2NHUkx5kUzp2r2laL2fonJ","Natalia Lafourcade","2002-07-05"
"2UrEW3FV2AH151KdFHiiza","4IcfsUNK3EBFid013xFhp4","Por Ti","2008-05-16"
"3ri9fLG89OdSpjxheYxU7S","6C0am1pBvF0viIFsa0FZnp","El Mundo Se Equivoca","2006-08-15"
"74uDOPHx4mvX6v4qSXiXnH","2SgkDFM6n0WdhxBTPneycV","Puro Reggaeton Urbano","2010"
"1lpWMZCaoVkE1KqG2Nc8F4","0Hn65vSlRY9IxRXVZqGxYo","Por las Calles","2009-05-21"
"28fkptp3jDebDqBXAOjlG8","0vGLsbFEj5516YMwBZ94je","El Mejor Hombre Del Mundo","2014-10-20"
"7AsgdmESBauahEULwJ3EL9","7dc0pgT9AO8Ptrdcft6bXe","Mis Canciones","2014-10-20"
"28vNCICzMyHB0CluX8mhFz","0vGLsbFEj5516YMwBZ94je","El Mejor Hombre Del Mundo","2014-10-20"
"4NmKZBGuNIvNcuaPfu9SU9","7mQ3FBLNoqHRf8HkY2YVYc","Felicidad","2005"
"2GaNvbALXoQ8XrcsbZcBNf","4BNbdmdPgyGjuzFaVRF5QF","Estar Contigo - Single","2014-10-06"
"6SKwQghsR8AISlxhcwyA9R","6J84szYCnMfzEcvIcfWMFL","Doo-Wops & Hooligans","2010-10-05"
"5ra32bWihaLpFOC4IFijBR","19I8hvP9qeZOudvIPd7Gv5","1989-2009","2009-01-01"
"4xfLXtiIraq03QHw25u2QX","3yVLw20eBvkCVI6qwACPz7","El templo del Pop","2008"
"3ge3q3Hz0KWhQX5EAQcwEy","5v3tEjfsPvLN3aDawSSx7h","Lo Que Andábamos Buscando (Special Para CEV)","2002-08-30"
"7vxijmF9ZlUiBDP48NO3rY","0DLGl8RonUu5knHiGhjk7R","Una Rosa Blu (Deluxe Edition)","2007"
"2KDb13rxFVemsnQDaRagKk","23xuS3yDeQACnrnwMbIuC3","Dos","2008-01-01"
"5st5644IlBmKiiRE73UsoZ","2OUL7ZpAvUaWyylZ1lXpe0","It's Not Me, It's You","2009-01-26"
"1EhDeCHd34jt7dMDqkGQBC","2PA0R3BGC5ZGCAR6G23sqO","Arrasando","2000-01-01"
"4KI5mco7StihSNRsjYxQ5b","0VCqnDIU4PRQg1SPZjOZCs","The Ketchup Song (Asereje)","2010-08-20"
"6UN5APwiE4Ddmf4l11Jttc","5v3tEjfsPvLN3aDawSSx7h","Lo Que Andábamos Buscando (Special Para CEV)","2002-08-30"
"5RVxzIjiwiVhvToV3bILhI","6WFQaIw4ULovKw0nViatje","Rafaga","2000"
"6i9ipwB7w8dFwHYz3Mge0C","3vCYjsWpDRQVcF940ElOTA","Me Llamaré Tuyo Reloaded","2012"
"5zGUkWPODGQzPR0DooeRO2","27dGt4dTXCcuoe3WkmjE2T","Entre Mi Vida y la Tuya","2015-06-02"
"6AVbtprNn18sQcX54K5MTo","3toVRkWzjEYU9U51GDqllW","1.22.03 Acoustic","2004"
"4BpndTKEqpLgntffipC53q","3RKhRsifs4RWrqvWV1YpPY","Don't You Worry Child","2012-09-14"
"7ieV1TBSMyf5sFiPh9X2ai","3gjJTUMI9q6ReSe0z7gyjp","Hands All Over (Revised International Deluxe)","2010"
"7CzVAhQeZfTLqNnzdAiqrH","2mylGx7w2Q3yhUyN8iEWOF","All The Little Lights","2012-11-05"
"4LloVtxNZpeh7q7xdi1DQc","4Dgxy95K9BWkDUvQPTaYBb","Where the Light Is: John Mayer Live In Los Angeles","2008"
"2tKqZsc0epdLrsNUT6y0Ls","3yddXawPNWK9qUDqB2UMY7","Princess of China","2012-06-01"
"5rwq6R0Uq0BngM3rdmCeNg","5OmZitvmVXYsjEXkTD3P6Y","Stop All The World Now (SPECIAL EDITION VERSION)","2003-11-04"
"4dDvtBzbQqy7iG5Jfr0qif","3toVRkWzjEYU9U51GDqllW","1.22.03 Acoustic","2004"
"3Xzog9enTvbsc0G7G9M58D","7gVpldI2kuvncnrLtiOcDl","Shut Up And Dance (Acoustic)","2015-09-04"
"7cpCU3Denug5NGZsSpQl8v","305TANxsPTFkiqS4cEilx1","XO","2014-05-27"
"5DEdP7MrcgdjXWGHWAeK5I","0ZxjGRDBS5xJaYk7NyN1wC","Jimmy Gets High (French 2-Track DMD)","2005-08-16"
"6Qm7DBWQguBzK459j4fOBt","7jfNbUImln4VF01QtMpe0q","The A Team","2011-06-10"
"4DCHszO57DZHgvqalfoITR","3obQJSWpREwvi19TTAvM5v","All The Lost Souls","2007-09-17"
"3uYzfyifC7J1j1IEjN1xz6","3toVRkWzjEYU9U51GDqllW","1.22.03 Acoustic","2004"
"1j5cGcXWdHKTPQ2XgXODJI","22MrOvzmcn6WeE4v6Ua6dj","Spotify Sessions","2014-09-16"
"6oyUroY42HiaD9Q9VBw4BP","5vGmRi8jMNCvmysQgBBhpx","Seventeen Days (International Version)","2005"
"2p6PmhAtI3WkAOGDbnJp19","6LKflEUxLnl1whADVUb8cf","Spotify Sessions","2015-02-24"
"32N3bQcpqADdTGKTHBq5px","7JnRIaA7a4XHmZBCAhPvqp","Acoustic In Nashville - Bootleg No. 2","2007-11-13"
"2IQvTnOS1sicZ3plBZL6KR","0NgiEbNqjo4ZqnSuMApXHz","Over My Head (Cable Car)","2005-10-07"
"3QmesrvdbPjwf7i40nht1D","1zCNrbPpz5OLSr6mSpPdKm","Greatest Hits","2009-11-03"
"14Q3mOuhS0WExcUPop00Vm","3YbgA0srq79LsXayplFVco","Thirty Seconds To Mars Unplugged","2011-08-19"
"0Czb3OCpCYIc43O0lq2M1Y","1od8JfEutl8Oj2LcFWzi1A","Underneath It All (International Version)","2002-01-01"
"64ndFagAiHD7qHiGWRyitC","0MiA61WDp86Fc2vP03hVVR","Imagine Dragons (Spotify Sessions)","2015-04-20"
"1Jle5IfWWuetgt8fvW2Q69","2RQtDABXELc8EqB7pujcEi","Imagine Dragons (Live London Sessions)","2013-01-01"
"4qE36yuwYbHnsPzlwhrO3M","1KMGNGGzMCjT5p9l87bY3A","One Call Away (Acoustic)","2016-03-11"
"2E1X9CKQruwLgB9m8SY7Lm","4ZqTPNXU0MBXs2iCcwjOPe","Bleed American (Deluxe Edition)","2001"
"38juUluQHYJdEnYuHazKXE","17ixV4uTZRqattFeU4h8th","MTV Unplugged","1997-01-01"
"3CFIo5d0MJM4xergOijeYD","71rziY9eLo1tA2dBMxrwhc","Riot!","2007-06-11"
"1EKfyIWznKN5EeK2i6IV3n","17ixV4uTZRqattFeU4h8th","MTV Unplugged","1997-01-01"
"5hA2ZHjvt1tgp55OzaqYKL","2AZsm9cX8g9P3sSoZlQiOR","Perfect - EP","2015-10-22"
"7ukrAoAILpGPHaZ9uYmNL0","2RQtDABXELc8EqB7pujcEi","Imagine Dragons (Live London Sessions)","2013-01-01"
"4s53Uc7CoEtES0wHmr3peN","2hklYAaBxY3QjqoBM9pSAh","Ocean Avenue Acoustic","2013-08-13"
"18v45bO9woyaa2EbNT0BZI","0qsuMHaweGJqyC3zIAjo9N","Jagged Little Pill (Acoustic)","2005-05-24"
"0pjOjoHMJrerHhiXNRs3GK","1M1UcMfqgBkjy9FmWe4u5S","Across A Wire - Live From New York","1998-01-01"
"7sCS0drQA6rtVgOC8QIFxf","7vIVYPoyJlag3p24QgkdPV","AOL Sessions Under Cover","2007-03-13"
"6ORqU0bHbVCRjXm9AjyHyZ","3x2uer6Xh0d5rF8toWpRDA","Nimrod","1997-10-14"
"0ZMv9b2ipW2NicJE6mHrii","6RSpKXfvVzCqtLi6VySxsU","Still Not Getting Any","2004-10-26"
"4pZQSv5bgJIYanXRTwW2pF","28R1dlvV3yiNktmnnYflK5","MTV Unplugged","1996-01-01"
"43qp6nkM5O7uXuuFnr7GpS","4nO7EUWCOzqHK3iGDXDzzU","Make Yourself - Tour Edition","1999"
"2fW669XemOdBBStneImx2g","3yrzFvMY394se6kudvIfwv","Ignorance","2009-09-04"
"3tRMcxAVPS0YK00YcSc737","36oEYuAEYbiyFLuFuybtsa","Are You Gonna Be My Girl [Deluxe EP]","2009-08-25"
"4jqA7PWcuBJDYcXtB6QIiN","7vIVYPoyJlag3p24QgkdPV","AOL Sessions Under Cover","2007-03-13"
"7kK7DV38d4yguGXsFWmuqY","6ii8Ja21xLGkFH8CQ6bKjj","Daughtry (Deluxe Edition)","2006"
"4PjGFO8im0U2I6sXf4dfmm","3LnZPQ4jOUaFGhHk2dW8bb","One Cold Night (Live)","2006-01-01"
"42M35GsUidMAgXfH1mPUa3","2RQtDABXELc8EqB7pujcEi","Imagine Dragons (Live London Sessions)","2013-01-01"
"6ya6FdIQAAwH0b2GkKNFs4","6iSqrWtf1U8qr6cS7zeAxx","Welcome to My Life","2004-12-14"
"2Q8znt4hBfW7jvVleqF8pX","1x5R2JhIXCl2UpRyksTih5","Gold","2005"
"4zSjQR0bhxFG4MJ5A3ACR9","51ubMlHxh1pZ95mVB0KMOY","Shots EP","2015-05-04"
"2OmymQ2ONrm6iQJLX9qnmp","0XMkrjoxpwaGgb6MYgv2gA","Imagine Dragons (Spotify Sessions)","2015-04-20"
"6QqyaRMQ90rL3PGZRXYdox","3YbgA0srq79LsXayplFVco","Thirty Seconds To Mars Unplugged","2011-08-19"
"6hINYyioHOo4W2YmykvdGj","0on8zrPIIlANtVlNw6Uea7","Whoa, Nelly! (Special Edition)","2008-01-01"
"1WKCpHtm4Lkjid41lISb0M","2YzqIuPCJF22AL0rvI3JBq","Spotify Sessions (Live)","2013-01-01"
"5UcDFuZnsgtXTuN7GO79Wf","4VEuxNvtEzSIIdcbBFPhyR","Spotify Sessions","2014-11-10"
"6L8ioSFZVWeJK2jkOCkflj","3z0JjXiZnyEgslGiP8CHuP","Oblivion","2014-09-07"
"5Msytfzyrxcaj5mjs3M19e","7IppBrY9Da00y7oa2SofvX","Inside In / Inside Out (Acoustic / Live At Abbey Road, 2005)","2006-01-30"
"1wEMvsq4HOuanwbdn4zEnc","2YzqIuPCJF22AL0rvI3JBq","Spotify Sessions (Live)","2013-01-01"
"1bvuXEOLC95IYvkAtwqREi","6I4eNKIZ4KggDRljEyB7t0","MTV Presents Laguna Beach - Summer Can Last Forever","2006-01-01"
"0naWmO0bE2itsfHCuDwf4N","6lxd4fqldvSnCehHPkmEBU","Two For The Show (30th Anniversary Edition)","2008-07-01"
"1MDmXi3yYs47ff9QEiiPmr","3jiShGZVgnOltQFqLR91jE","When I'm Gone (International)","2007-12-24"
"6tlsNruU4eEVR4jIEMO742","5vgusKAr3RxRP4t4Yy5X8b","Sprint Sound Sessions","2014-07-21"
"7riaXjD8Sb7xJrGV2GLaGY","1vWf0skn1JeGjqIaWkHZLn","A Beautiful Lie","2007-01-01"
"3piY5aMfwEEmXMV6I9kpoi","5hJwAMtrAvp9cGLhR3ZmYN","Instant Karma: The Amnesty International Campaign To Save Darfur (Standard Version)","2007-06-11"
"1hfVUmorNhSWNuM91Mo8sX","2e8m3glGL3xIuSrGGXzcIc","So Wrong, It's Right (Deluxe Version)","2008-07-29"
"7MAtEMIDGhYmbgdooLqt3r","2thJq7gj65jZBtaiPVxpDK","Spotify Sessions - Live From The Village","2014-04-15"
"6FOkXQQZgwjW2PpHxkTuyv","5nI4Eo1vWUWXzeT4WrzTGL","This Is War (Deluxe)","2009"
"3MrFdLOtfV8ZnXPHUCy5VV","6mOXPtswKccKSx5dYmCXAc","With Arms Wide Open: A Retrospective","2015-01-01"
"32zTrU13WFPoWoPv0wKuXM","2e8m3glGL3xIuSrGGXzcIc","So Wrong, It's Right (Deluxe Version)","2008-07-29"
"2iXdwVdzA0KrI2Q0iZNJbX","2B9q4KPjOEYu885Keo9dfX","In Between Dreams","2005-01-01"
"34gCuhDGsG4bRPIf9bb02f","1xn54DMo2qIqBuMqHtUsFd","x (Deluxe Edition)","2014-06-21"
"0BgbobvykXxEvxo2HhCuvM","2B9q4KPjOEYu885Keo9dfX","In Between Dreams","2005-01-01"
"7FBLrEKnmvRCuVeozHEA01","7IppBrY9Da00y7oa2SofvX","Inside In / Inside Out (Acoustic / Live At Abbey Road, 2005)","2006-01-30"
"3bVwuZb0nYvAMn3roElQnY","1hNS0RsxPTFjmKXCgmjSLS","Ghost Stories Live 2014","2014-11-21"
"2WXTF0qgKbczC2O8VymeLO","1hNS0RsxPTFjmKXCgmjSLS","Ghost Stories Live 2014","2014-11-21"
"2j9JpBQk7VhzYDOqToxhlA","7IppBrY9Da00y7oa2SofvX","Inside In / Inside Out (Acoustic / Live At Abbey Road, 2005)","2006-01-30"
"1BMDaiVYDREQnrQZA7Drpk","4oieM9FgOhdsYIssk1SoM2","Spotify Sessions","2014-09-01"
"7s9HTbqTCeGCDIZ4s54oJY","3XFJLhuuuiS1IuDffJNJph","Addicted","2008-01-01"
"4hbGPfz03P8Nnh75mFIAoH","22MrOvzmcn6WeE4v6Ua6dj","Spotify Sessions","2014-09-16"
"6nyZQ82OI0OujbbFpo3e0K","0ryfxFVYctq06Btwatl8zE","Spotify Sessions","2013-11-22"
"2majF5ySXBNcycq5C9v5e9","6iHg5tT2aJA1Z0NY7qPlxi","Songs (The Very Best Of Acoustic)","2015-07-17"
"1KqpIQGNINpG0hDdbB9Pif","4CBXCmYz1Rc5MAN6aAwjZy","Spotify Sessions","2012-01-01"
"0gVcjxsmYDOw7V1whWHYoZ","3x6lW5NAOFH4QXdiEgViwv","Spotify Sessions","2012-01-01"
"0arItEjl5jRh5FE7zyrv4A","6DcQ0gH9Hxp42PvNBoo5gX","The Village Sessions","2006-12-12"
"3BEuTuiAgJLROYMELwLujm","1t3e3Py0eA1SPRC1vETI3i","Spotify Sessions","2014-12-02"
"4ElX0PX2miGsMVsDJS2qqb","52SGUmWz4rcauYwTKIJzBp","La Flaca - Edición 10º Aniversario","2006-06-23"
"47qnPNcK2qS7CFYK4hT06d","4nO7EUWCOzqHK3iGDXDzzU","Make Yourself - Tour Edition","1999"
"5cpTuYviDiVdf8Xb7Dqqjd","52IkxreshAQsvgjwneoWq6","If I Were You (Int'l ECD Maxi)","2006-01-01"
"2tvRXgwdPB8Nr6t7QvWeVE","0FP3X2Uw9eE3cQwNvEjouI","Tr3s Presents Juanes MTV Unplugged","2012-01-01"
"0xrdEQUNJlQEidMI3GZ3UC","0FP3X2Uw9eE3cQwNvEjouI","Tr3s Presents Juanes MTV Unplugged","2012-01-01"
"4Z8tegTDUNyO2giIkkOld7","7qhZvYXFgsaSzuukZw9WCM","Ricky Martin MTV Unplugged","2006-11-01"
"41pyh0FQdHrMiYvQuVtkSv","1t3e3Py0eA1SPRC1vETI3i","Spotify Sessions","2014-12-02"
"25xw3RYpFrMkelcojQmhYT","7dTSfhp5okEjaYXp38LwVf","Todo Cambio","2006"
"2ZNdWbMx7cWPM1WWtcWyJ4","0FP3X2Uw9eE3cQwNvEjouI","Tr3s Presents Juanes MTV Unplugged","2012-01-01"
"6ccgxTZ8boW6g80rXPplS6","2uhUNyt2jQ4JdtJmWynza2","MTV Unplugged","1999-05-14"
"1vtQLXxSIr0A4Pfs9VGqxk","0FP3X2Uw9eE3cQwNvEjouI","Tr3s Presents Juanes MTV Unplugged","2012-01-01"
"1gia3p3JUP6igy5kcpJSGb","3yQQUyIA3vRIRnB4rqtThe","Shakira MTV Unplugged","2000-02-29"
"1BH4LMGVMLBGc9uEJdm8D8","0QkgxSUu5hG0yMkmVXBFKi","La Ley MTV Unplugged","2001-08-28"
"2OJ2aLN8R1uO7XHFUcd2ob","0FP3X2Uw9eE3cQwNvEjouI","Tr3s Presents Juanes MTV Unplugged","2012-01-01"
"4m7BoK5UnvyNMrdcP5kwhA","6Zy2wrvOOW0sxTWy7nF9BH","Tr3s Presents Juanes MTV Unplugged","2012-01-01"
"3OAwy78ppTNFs8BChZQuym","4nzjumkDZXVgy0ewgSi6A8","Dejar de Extrañarte","2019-11-29"
"5dITA6jTX7f1gHwEAyS3YZ","4rrjJBAIMEZZG8i9GDwoLu","Lo siento (feat. Sofía Reyes)","2019-05-16"
"1FsdoidoPfb6L2o7GFomcL","72NJVXVJ3dv8QZZOTwgfzh","Nadita","2019-10-04"
"53go1N9BsonRPi3H0mYJCu","3ljmAzurNDyeEXE98UFeXA","Algo De Mí","2019-09-06"
"4hwURXMafKnSickN38QLBn","6CwVbDeTxXNl1C7wQQ7opp","Caída libre","2019-10-25"
"4ZXldI9CyNjVkXvIL9K487","70ncIMgaMk8xOjKvbovSBE","Hijos del Mediterráneo","2019-11-15"
"5QkrsL9UdSmwvkGqbCfPjK","51PZxZ2ZX3kJdCSjj66PtD","Por Teléfono","2019-10-04"
"1oGkFC08hfifH5qkgTlOzT","4veA2UPcCZNPNn8ewioSWV","Maldito miedo (feat. Soge Culebra)","2019-08-02"
"4svaGEtJdr5gdhBvdIkGaL","2CN1yjEVnshrIJ2lKHIWMn","Más De Ti","2019-10-18"
"4vGMLLZQbanPA7CxiUndM7","69XgctIStwKPPFJ0ZhXNjW","Lucía","2019-10-18"
"3ALLv1BQxYFlJ8XQOQtgW1","5EMNFBHTdsIeCMqKou5HuQ","DIEZ MINUTOS (feat. Mario Bautista)","2019-07-26"
"7htDscKfA7KiwCrTzafoNn","5rOmOcY1LSHTDQDwnGk1fJ","Mentira (feat. Ely Guerra)","2019-10-11"
"5Va44ERiHtC2tfBD53OApA","0kHdDpkkSlesh2UMKhF20G","Nothing On You (feat. Paulo Londra & Dave)","2019-07-11"
"2UDMeklpmOfq8L6wI75ysa","5qX4MWfoFf18oBL95wfkqN","Buena","2019-08-09"
"4JmQQuj05sQD6hMfKFzcoR","4oUThClq0FpOwwvWqlLE9p","Go! Vive A Tu Manera (Soundtrack from the Netflix Original Series)","2019-02-22"
"78KZRJd58A4C9vI2J1z400","2RBsVnqUROv69o8aXlN8lQ","Guerra Fría","2019-07-19"
"3JjClKGTdR7yyBkbadZEfE","6QMiZRE5HYDoRUhOrg3WEV","3 Minutos","2019-06-07"
"599SYydq8MbWRSa0gYJtVK","2McQoPHfRjo0Ol6E3thbEM","Todas las mujeres que habitan en mí","2018-11-16"
"4kitLAHbmBBXYHt9g22md3","2JPVwNK84tcKKynGJn2s8s","La Lá","2019-05-10"
"5ldzmvKCSAT0BEeplaZYcS","0Dkon7mxG64yewlmyeTWhj","Ya No Soy Así","2019-06-28"
"3uKdu7AtigAJ8GgTu0yJTe","7h8WIue8MJiW8Erw1Nr6N8","Rayando El Sol (feat. Pablo Alborán)","2019-04-12"
"6dcdXz3385Tew9tOqpCTCo","4b10EvdYJG27bXYZEACjTy","Un Poquito","2019-08-23"
"5msW0VgKGq8KhJ7wBtMb1V","0GEmclOK04sEZeSGXTg3KQ","De tus ojos (Versión Carlos Jean)","2019-05-08"
"7KicgcwT4Pz6wENOTJCNTp","2BjmOAkaoLqsDQXNvOuzLE","Kisses","2019-04-05"
"3o8B4L8vJPRYKWpICkjwjb","3tixRlLXFgvddmSovUHYgf","El Despertar","2019-02-01"
"1ocJSebtSfRrRpEJrJIgCK","79XBwIe4YWlZG75xuijDCM","El Ultimo Romántico","2019-03-22"
"7piXNyrajEfqhOkzgDq2Ts","78kDVB6S4lASWVdtegF6CP","Me llama","2019-04-26"
"4AMNoX4gzC25M4I00poxI2","0yxb8LtH8V3TPsr0bkuPl2","No te enamores","2019-01-11"
"3iHJm7dUroZYvbqrhobLZs","3B8sRsQWEcVVeo3msMowPB","Pafuera Telarañas","2004"
"2vNDq5XAoF4Gl4hfY7aacS","3TF5YZurXL6aE9cbkWEbUu","¿Qué Tiene?","2018-08-10"
"6ifUES3keWjwXgae8pXI3o","3pHFjWCK7d5YLtEuFwfR5N","54+1","2019-03-22"
"7sBDv4kLo2GVucy5VGh7GX","0z8ck6llq2aHAfJ5NjDQ6t","A punto (feat. Delfina Campos)","2018-04-20"
"2EzRdhuoPyNJDlep7lnNf2","5kpilAKnaFNV2DX5ewD7x7","Dembow","2017-12-08"
"5z3xph7sSMcsHfDOxX2Uf1","2fH8Td1rc3tHmcatXB2azW","Aquí (feat. María José)","2019-07-05"
"2yajAy8Va9VTk3yhF9B3ET","4RvsaOohCWuzqXM7MWiFhx","No vaya a ser","2017-09-08"
"1RvL7eHoeUolnQbWm2Hnba","0sGGdQF7f03jwgaD9qhtUQ","Ubuntu","2018-05-11"
"6glNkalULHG9Hak6E0YL4J","0K4dxCyLRTWoO5sQkhirnb","Sube la radio","2019-07-05"
"74RrMiuSOzAHZEqLlC0BHz","3GQZqxmeWL4dAJQKROGnbu","Toda La Noche","2018-05-25"
"0yyZN5ASdrYu0XYWFzfxUu","6DAFWiPpok2nZEtjdSZO3X","3 A.M.","2017-08-18"
"62YL4H1dOpC6702x4i7VQS","2Xbsa2VFb5O0slBpJoYlqy","Carita de buena","2017-05-26"
"4n6CwGRWj7dRtDqmQCX4Pz","5njxoXpZ5WtZlHcoaZDLot","Silencio","2017-08-04"
"4UKe38tm5NkRpuFCxwewEe","5MAlr4sv266fgE8qVQUeuO","Sea","2001-01-01"
"0VPSvELhApTJgm7rfhUOqE","7EzNUgjwASvZEeK0cPu8kt","Vuelvo A Ser Luz","2019-12-20"
"0St41jgdNsH7bQOXspWNAq","2U9ZbAJuDlOIDShITSlWrN","Animal","2020-01-17"
"76Xv0phxmn6MyCxY3K00Wa","0WQ1ixBjLMPw4uK0vZnIh3","Eso Que Me Das","2020-01-17"
"3Lh85gQijqaG4ZL6omoCuD","6VWKeaT75JvNchjkqOVPYW","Deseos de usar y tirar","2020-01-15"
"3rgBvHGpnVoa5uv9hhaTzv","1DC7BSldBM7cespt75qFgU","Big Mad","2019-07-12"
"4OYzBNkbbIdlzdXOx6JjCD","3bmmclWhMybn1nh8leCkKb","Music Has the Power (Wolfgang Lohr Remix)","2019-11-22"
"4DXMM2jLdMb2y0ihcbPebe","3tTrFTlo28pTZqflOKvVBP","I Wonder Where","2019-11-22"
"1c81QU04WxlysJi4VqBRc9","4hIqMJW02mXPIW5DdKgLhl","Me, You & Our Generation","2019-06-21"
"5Uh90jkrYm4bPONmSciRc3","2FDTIe4QKu3UFpVKbjXecf","Voice Notes Vol. 1","2019-10-24"
"7bZeYhhIgNTHSjlYJkOuCs","75eTamAxTJ42LYC9iUQSp1","Maniaxo Worldwide","2019-08-27"
"27W8GFJSKgT2XZTUHax0EH","26qfrqEgmiXa333Vl4l6vJ","Island Of Tears (Radio Edit)","2019-11-08"
"0cV0wQ9XgmP8pdRbF3lj2v","63GZWwgWD6twr6nHEJpSql","Outcast","2019-11-17"
"1MMNC0vQQEgx74n6dSt7ED","7u2944c903u5wJUu2C2kLG","Van Gogh","2019-11-18"
"3GG0m7tJl9jdxSFAg7oTJ4","2hlQutA2a87wW7IR7dGOZt","CHANGING SHAPES","2019-09-17"
"5UIWjTjp3HqQw7LiijAeK1","6L41iDcGgIlIhosrmQ5DEm","Thug","2019-08-05"
"0At9cDlKToU0y6y3095ROr","446e5gQHD5Hfxkl9ptBeiw","End of the World","2019-11-01"
"5E8qApJDRE7oKmhZb4rpmz","6SbEF9mD8G4PRtp33nesXL","Only You","2019-11-08"
"3CxrUa6EOo8X1DubxHOion","1htZj7PxaH0O1HRxeHUKae","Imagine","2019-11-15"
